collection_date,collection_time,date,departure_date,route,airline,source,lead_time,base_fare,taxes,fees,total_fare,availability
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-HYD,Air India,mock,45,,,,4955.92,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-HYD,SpiceJet,mock,1,,,,9458.74,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-HYD,SpiceJet,mock,7,,,,5546.66,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-HYD,SpiceJet,mock,15,,,,5035.22,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-HYD,SpiceJet,mock,30,,,,5000.56,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-HYD,SpiceJet,mock,45,,,,4352.68,available
2026-09-07,22:48:19,2026-09-07,2026-09-08,DEL-HYD,Akasa Air,mock,1,,,,7801.65,available
2026-09-07,22:48:19,2026-09-07,2026-09-14,DEL-HYD,Akasa Air,mock,7,,,,5231.98,available
2026-09-07,22:48:19,2026-09-07,2026-09-22,DEL-HYD,Akasa Air,mock,15,,,,4642.79,available
2026-09-07,22:48:19,2026-09-07,2026-10-07,DEL-HYD,Akasa Air,mock,30,,,,4394.03,available
2026-09-07,22:48:19,2026-09-07,2026-10-22,DEL-HYD,Akasa Air,mock,45,,,,5134.8,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BOM,IndiGo,mock,1,,,,8817.96,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BOM,IndiGo,mock,7,,,,5602.41,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BOM,IndiGo,mock,15,,,,5246.52,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BOM,IndiGo,mock,30,,,,4865.65,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BOM,IndiGo,mock,45,,,,4793.95,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BOM,Air India,mock,1,,,,8936.32,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BOM,Air India,mock,7,,,,7101.97,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BOM,Air India,mock,15,,,,5080.93,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BOM,Air India,mock,30,,,,5262.88,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BOM,Air India,mock,45,,,,5824.78,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BOM,SpiceJet,mock,1,,,,8334.0,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BOM,SpiceJet,mock,7,,,,6060.11,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BOM,SpiceJet,mock,15,,,,5493.26,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BOM,SpiceJet,mock,30,,,,4611.43,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BOM,SpiceJet,mock,45,,,,5360.67,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BOM,Akasa Air,mock,1,,,,8729.34,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BOM,Akasa Air,mock,7,,,,5651.75,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BOM,Akasa Air,mock,15,,,,5301.49,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BOM,Akasa Air,mock,30,,,,5299.26,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BOM,Akasa Air,mock,45,,,,4759.8,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BLR,IndiGo,mock,1,,,,11620.42,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BLR,IndiGo,mock,7,,,,7861.04,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BLR,IndiGo,mock,15,,,,6356.07,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BLR,IndiGo,mock,30,,,,5946.1,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BLR,IndiGo,mock,45,,,,6050.17,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BLR,Air India,mock,1,,,,11057.55,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BLR,Air India,mock,7,,,,7848.31,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BLR,Air India,mock,15,,,,6051.95,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BLR,Air India,mock,30,,,,6857.62,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BLR,Air India,mock,45,,,,6623.9,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BLR,SpiceJet,mock,1,,,,10795.55,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BLR,SpiceJet,mock,7,,,,7890.31,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BLR,SpiceJet,mock,15,,,,5498.4,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BLR,SpiceJet,mock,30,,,,6281.31,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BLR,SpiceJet,mock,45,,,,6553.66,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-BLR,Akasa Air,mock,1,,,,11025.43,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-BLR,Akasa Air,mock,7,,,,7605.42,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-BLR,Akasa Air,mock,15,,,,6345.6,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-BLR,Akasa Air,mock,30,,,,6459.05,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-BLR,Akasa Air,mock,45,,,,5983.97,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,BOM-BLR,IndiGo,mock,1,,,,7540.3,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,BOM-BLR,IndiGo,mock,7,,,,5107.61,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,BOM-BLR,IndiGo,mock,15,,,,4545.75,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,BOM-BLR,IndiGo,mock,30,,,,4218.84,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,BOM-BLR,IndiGo,mock,45,,,,4421.66,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,BOM-BLR,Air India,mock,1,,,,9439.52,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,BOM-BLR,Air India,mock,7,,,,5727.29,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,BOM-BLR,Air India,mock,15,,,,5325.35,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,BOM-BLR,Air India,mock,30,,,,4549.09,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,BOM-BLR,Air India,mock,45,,,,5328.5,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,BOM-BLR,SpiceJet,mock,1,,,,8770.46,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,BOM-BLR,SpiceJet,mock,7,,,,5423.12,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,BOM-BLR,SpiceJet,mock,15,,,,4165.09,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,BOM-BLR,SpiceJet,mock,30,,,,4300.66,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,BOM-BLR,SpiceJet,mock,45,,,,4406.95,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,BOM-BLR,Akasa Air,mock,1,,,,8859.46,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,BOM-BLR,Akasa Air,mock,7,,,,5717.13,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,BOM-BLR,Akasa Air,mock,15,,,,4171.2,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,BOM-BLR,Akasa Air,mock,30,,,,4077.79,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,BOM-BLR,Akasa Air,mock,45,,,,4464.27,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-HYD,IndiGo,mock,1,,,,8311.17,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-HYD,IndiGo,mock,7,,,,6038.57,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-HYD,IndiGo,mock,15,,,,4584.88,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-HYD,IndiGo,mock,30,,,,4940.68,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-HYD,IndiGo,mock,45,,,,4455.71,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-HYD,Air India,mock,1,,,,10260.34,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-HYD,Air India,mock,7,,,,6483.84,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-HYD,Air India,mock,15,,,,5647.9,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-HYD,Air India,mock,30,,,,4878.48,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-HYD,Air India,mock,45,,,,5166.01,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-HYD,SpiceJet,mock,1,,,,8438.79,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-HYD,SpiceJet,mock,7,,,,5599.19,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-HYD,SpiceJet,mock,15,,,,4673.92,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-HYD,SpiceJet,mock,30,,,,4489.93,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-HYD,SpiceJet,mock,45,,,,4828.76,available
2026-09-07,22:52:31,2026-09-07,2026-09-08,DEL-HYD,Akasa Air,mock,1,,,,8178.37,available
2026-09-07,22:52:31,2026-09-07,2026-09-14,DEL-HYD,Akasa Air,mock,7,,,,5395.35,available
2026-09-07,22:52:31,2026-09-07,2026-09-22,DEL-HYD,Akasa Air,mock,15,,,,4611.01,available
2026-09-07,22:52:31,2026-09-07,2026-10-07,DEL-HYD,Akasa Air,mock,30,,,,4481.9,available
2026-09-07,22:52:31,2026-09-07,2026-10-22,DEL-HYD,Akasa Air,mock,45,,,,4516.83,available
